image_id,condition,condition_confidence,detected_issues,visual_analysis_status,unusable_reason,evidence_bbox_or_mask_path,feature_summary_json
79daad75-c968-41c3-b81d-2d77abd822ab,dirt,1.0,"dirt,shadow",ok,,outputs/synthetic/evidence/79daad75-c968-41c3-b81d-2d77abd822ab_dirt_mask.png,outputs/synthetic/evidence/79daad75-c968-41c3-b81d-2d77abd822ab_features.json
80ad5ee7-aae6-4304-aea4-9f639ad6d8e4,damage,1.0,damage,ok,,outputs/synthetic/evidence/80ad5ee7-aae6-4304-aea4-9f639ad6d8e4_damage_mask.png,outputs/synthetic/evidence/80ad5ee7-aae6-4304-aea4-9f639ad6d8e4_features.json
f97ac2a5-6e0c-43ae-899c-439472fae20e,uncertain,,,unusable,blank_or_near_constant,,
6102c7fe-aae2-4536-b81a-6134c897e2e1,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/6102c7fe-aae2-4536-b81a-6134c897e2e1_dirt_mask.png,outputs/synthetic/evidence/6102c7fe-aae2-4536-b81a-6134c897e2e1_features.json
86e057cc-a8c3-469e-855a-1f35dd2ec622,clean,0.7332175925925926,,ok,,,outputs/synthetic/evidence/86e057cc-a8c3-469e-855a-1f35dd2ec622_features.json
6d372989-2eb0-4aba-94f2-a550205a02ca,uncertain,,,image_missing,missing_file,,
b9dbd793-3b1b-4051-b96f-eb949c668909,damage,1.0,damage,ok,,outputs/synthetic/evidence/b9dbd793-3b1b-4051-b96f-eb949c668909_damage_mask.png,outputs/synthetic/evidence/b9dbd793-3b1b-4051-b96f-eb949c668909_features.json
270c9d9b-e39d-4213-b9b3-4efa727c2482,dirt,0.9884259259259259,dirt,ok,,outputs/synthetic/evidence/270c9d9b-e39d-4213-b9b3-4efa727c2482_dirt_mask.png,outputs/synthetic/evidence/270c9d9b-e39d-4213-b9b3-4efa727c2482_features.json
b043e450-4b19-4f84-b961-3b2f8519eb39,clean,0.9189814814814815,,ok,,,outputs/synthetic/evidence/b043e450-4b19-4f84-b961-3b2f8519eb39_features.json
dbc15e5b-d1a3-4c58-a0b4-316f862fcff4,shadow,1.0,shadow,ok,,outputs/synthetic/evidence/dbc15e5b-d1a3-4c58-a0b4-316f862fcff4_shadow_mask.png,outputs/synthetic/evidence/dbc15e5b-d1a3-4c58-a0b4-316f862fcff4_features.json
5cface4d-8f6e-43df-ae57-761350849792,clean,0.8917824074074074,,ok,,,outputs/synthetic/evidence/5cface4d-8f6e-43df-ae57-761350849792_features.json
f47ccad5-7403-4cf3-b177-5a618d7ff4a6,shadow,0.6157407407407407,shadow,ok,,outputs/synthetic/evidence/f47ccad5-7403-4cf3-b177-5a618d7ff4a6_shadow_mask.png,outputs/synthetic/evidence/f47ccad5-7403-4cf3-b177-5a618d7ff4a6_features.json
39308c1f-c364-41e1-a19c-0202401a58b2,uncertain,1.0,"dirt,shadow",ok,,,outputs/synthetic/evidence/39308c1f-c364-41e1-a19c-0202401a58b2_features.json
13081051-38b2-4dfb-8cf9-f5cee5b1c9ed,dirt,0.9013310185185185,dirt,ok,,outputs/synthetic/evidence/13081051-38b2-4dfb-8cf9-f5cee5b1c9ed_dirt_mask.png,outputs/synthetic/evidence/13081051-38b2-4dfb-8cf9-f5cee5b1c9ed_features.json
7f224e4c-80f6-42a5-bc6e-8de5fe469e68,clean,0.7699652777777778,,ok,,,outputs/synthetic/evidence/7f224e4c-80f6-42a5-bc6e-8de5fe469e68_features.json
5bde2d37-6bcf-46b5-9831-710a86ee7d8d,clean,0.798755787037037,,ok,,,outputs/synthetic/evidence/5bde2d37-6bcf-46b5-9831-710a86ee7d8d_features.json
bdc7a2fa-fbfb-4ea0-a8ee-bdcf46201014,clean,0.8291377314814815,,ok,,,outputs/synthetic/evidence/bdc7a2fa-fbfb-4ea0-a8ee-bdcf46201014_features.json
6b533535-dd0b-430a-9906-4e45e22f923f,clean,0.7973090277777778,,ok,,,outputs/synthetic/evidence/6b533535-dd0b-430a-9906-4e45e22f923f_features.json
31cdfb97-1373-4911-b412-af804d09ae63,clean,0.6634837962962963,,ok,,,outputs/synthetic/evidence/31cdfb97-1373-4911-b412-af804d09ae63_features.json
084f2523-0521-430a-b027-81813db1061b,shadow,1.0,shadow,ok,,outputs/synthetic/evidence/084f2523-0521-430a-b027-81813db1061b_shadow_mask.png,outputs/synthetic/evidence/084f2523-0521-430a-b027-81813db1061b_features.json
66013960-40dd-489c-bb62-c7955bd7e282,clean,0.8922164351851852,,ok,,,outputs/synthetic/evidence/66013960-40dd-489c-bb62-c7955bd7e282_features.json
85793494-d11c-447b-b080-9928f68fb4c4,shadow,1.0,"dirt,shadow,damage",ok,,outputs/synthetic/evidence/85793494-d11c-447b-b080-9928f68fb4c4_shadow_mask.png,outputs/synthetic/evidence/85793494-d11c-447b-b080-9928f68fb4c4_features.json
ea1268ba-a6db-41a3-9711-922675c2c6d3,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/ea1268ba-a6db-41a3-9711-922675c2c6d3_dirt_mask.png,outputs/synthetic/evidence/ea1268ba-a6db-41a3-9711-922675c2c6d3_features.json
e0afad24-815b-4e14-b3e4-f8ffe3594f12,clean,0.8229166666666667,,ok,,,outputs/synthetic/evidence/e0afad24-815b-4e14-b3e4-f8ffe3594f12_features.json
75364c9e-7479-46bb-bbb1-21ba066ddd8f,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/75364c9e-7479-46bb-bbb1-21ba066ddd8f_dirt_mask.png,outputs/synthetic/evidence/75364c9e-7479-46bb-bbb1-21ba066ddd8f_features.json
e4717a03-6fc5-4131-9145-d0a626c2cb69,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/e4717a03-6fc5-4131-9145-d0a626c2cb69_dirt_mask.png,outputs/synthetic/evidence/e4717a03-6fc5-4131-9145-d0a626c2cb69_features.json
974e2b00-1437-4064-a0ab-10b1023f4f73,clean,0.7867476851851852,,ok,,,outputs/synthetic/evidence/974e2b00-1437-4064-a0ab-10b1023f4f73_features.json
e1d31d88-65ae-4582-a3f0-c21d85b2aba9,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/e1d31d88-65ae-4582-a3f0-c21d85b2aba9_dirt_mask.png,outputs/synthetic/evidence/e1d31d88-65ae-4582-a3f0-c21d85b2aba9_features.json
bbf120df-3387-4179-aa9e-65fc69dc3d3c,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/bbf120df-3387-4179-aa9e-65fc69dc3d3c_dirt_mask.png,outputs/synthetic/evidence/bbf120df-3387-4179-aa9e-65fc69dc3d3c_features.json
27215093-1f5a-4b14-9ab0-ca46a25dcbb1,clean,0.9133391203703703,,ok,,,outputs/synthetic/evidence/27215093-1f5a-4b14-9ab0-ca46a25dcbb1_features.json
123dd8dc-67f3-4b5f-9b03-8dfa818ab205,clean,0.7340856481481481,,ok,,,outputs/synthetic/evidence/123dd8dc-67f3-4b5f-9b03-8dfa818ab205_features.json
4b463344-a327-4b91-a5f4-d84830940cdc,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/4b463344-a327-4b91-a5f4-d84830940cdc_dirt_mask.png,outputs/synthetic/evidence/4b463344-a327-4b91-a5f4-d84830940cdc_features.json
807f8439-d447-426b-86d0-3cec8a5fe540,shadow,1.0,shadow,ok,,outputs/synthetic/evidence/807f8439-d447-426b-86d0-3cec8a5fe540_shadow_mask.png,outputs/synthetic/evidence/807f8439-d447-426b-86d0-3cec8a5fe540_features.json
c24dfeaf-e297-466b-9fb4-b7047642cdbf,uncertain,1.0,"dirt,shadow",ok,,,outputs/synthetic/evidence/c24dfeaf-e297-466b-9fb4-b7047642cdbf_features.json
3b1a5569-0577-4e3a-94fc-67b068ea9fd4,clean,0.8715277777777778,,ok,,,outputs/synthetic/evidence/3b1a5569-0577-4e3a-94fc-67b068ea9fd4_features.json
3c8a881c-a1cd-4ad9-97d1-7aa7dff86ce9,dirt,0.9671585648148148,dirt,ok,,outputs/synthetic/evidence/3c8a881c-a1cd-4ad9-97d1-7aa7dff86ce9_dirt_mask.png,outputs/synthetic/evidence/3c8a881c-a1cd-4ad9-97d1-7aa7dff86ce9_features.json
84dd899b-fdd5-4c0d-923b-e8667af471ed,uncertain,1.0,"dirt,glare",ok,,,outputs/synthetic/evidence/84dd899b-fdd5-4c0d-923b-e8667af471ed_features.json
baf5a6cc-558a-4efb-b14a-cc93e6e593cd,glare,1.0,glare,ok,,outputs/synthetic/evidence/baf5a6cc-558a-4efb-b14a-cc93e6e593cd_glare_mask.png,outputs/synthetic/evidence/baf5a6cc-558a-4efb-b14a-cc93e6e593cd_features.json
a99288e6-5663-4f09-8fed-e3fa4edecad3,damage,1.0,damage,ok,,outputs/synthetic/evidence/a99288e6-5663-4f09-8fed-e3fa4edecad3_damage_mask.png,outputs/synthetic/evidence/a99288e6-5663-4f09-8fed-e3fa4edecad3_features.json
41e99ce5-bffc-4fa8-b47b-4aa15e0ef28e,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/41e99ce5-bffc-4fa8-b47b-4aa15e0ef28e_dirt_mask.png,outputs/synthetic/evidence/41e99ce5-bffc-4fa8-b47b-4aa15e0ef28e_features.json
15090b0c-7d67-422b-9887-e2cd6e600eb9,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/15090b0c-7d67-422b-9887-e2cd6e600eb9_dirt_mask.png,outputs/synthetic/evidence/15090b0c-7d67-422b-9887-e2cd6e600eb9_features.json
00acfba4-cb59-4e8c-9355-27d43e0f816e,clean,0.8774594907407407,,ok,,,outputs/synthetic/evidence/00acfba4-cb59-4e8c-9355-27d43e0f816e_features.json
8ae72704-f5b6-4d74-a0de-7c5cba0b49bb,clean,0.8816550925925926,,ok,,,outputs/synthetic/evidence/8ae72704-f5b6-4d74-a0de-7c5cba0b49bb_features.json
1e25a092-2ca9-4d45-825a-0f5b510a41a3,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/1e25a092-2ca9-4d45-825a-0f5b510a41a3_dirt_mask.png,outputs/synthetic/evidence/1e25a092-2ca9-4d45-825a-0f5b510a41a3_features.json
1a8fbf7b-89c9-43b6-bea0-b34dd281e0ea,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/1a8fbf7b-89c9-43b6-bea0-b34dd281e0ea_dirt_mask.png,outputs/synthetic/evidence/1a8fbf7b-89c9-43b6-bea0-b34dd281e0ea_features.json
fb1eaaa9-36fa-47ef-8678-df2e74c50817,clean,0.8854166666666666,,ok,,,outputs/synthetic/evidence/fb1eaaa9-36fa-47ef-8678-df2e74c50817_features.json
122839af-94f4-4cc7-9020-76143803cba2,clean,0.7686631944444444,,ok,,,outputs/synthetic/evidence/122839af-94f4-4cc7-9020-76143803cba2_features.json
ee281d90-39fb-45d1-96c8-c39afa67f3a4,clean,0.8907696759259259,,ok,,,outputs/synthetic/evidence/ee281d90-39fb-45d1-96c8-c39afa67f3a4_features.json
533d9f10-fcc7-4cbd-a582-d93da7a138ed,clean,0.8543113425925926,,ok,,,outputs/synthetic/evidence/533d9f10-fcc7-4cbd-a582-d93da7a138ed_features.json
19d81ab3-b44a-4e9b-8fff-9e85a3f47bf9,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/19d81ab3-b44a-4e9b-8fff-9e85a3f47bf9_dirt_mask.png,outputs/synthetic/evidence/19d81ab3-b44a-4e9b-8fff-9e85a3f47bf9_features.json
703cdc90-9330-4ec5-a5eb-35775da236a0,dirt,0.8198784722222222,dirt,ok,,outputs/synthetic/evidence/703cdc90-9330-4ec5-a5eb-35775da236a0_dirt_mask.png,outputs/synthetic/evidence/703cdc90-9330-4ec5-a5eb-35775da236a0_features.json
35f68ce6-f435-4fac-adaf-b76c363de644,damage,0.8463541666666666,damage,ok,,outputs/synthetic/evidence/35f68ce6-f435-4fac-adaf-b76c363de644_damage_mask.png,outputs/synthetic/evidence/35f68ce6-f435-4fac-adaf-b76c363de644_features.json
1a3f4b17-9b4e-47f1-b450-6c828ea0b7aa,glare,1.0,glare,ok,,outputs/synthetic/evidence/1a3f4b17-9b4e-47f1-b450-6c828ea0b7aa_glare_mask.png,outputs/synthetic/evidence/1a3f4b17-9b4e-47f1-b450-6c828ea0b7aa_features.json
40d803cb-c277-4aa4-9c31-8e407a35563f,dirt,0.9528356481481481,dirt,ok,,outputs/synthetic/evidence/40d803cb-c277-4aa4-9c31-8e407a35563f_dirt_mask.png,outputs/synthetic/evidence/40d803cb-c277-4aa4-9c31-8e407a35563f_features.json
3aea3736-1635-41c7-a528-c5d7609c6c9b,clean,0.7867476851851852,,ok,,,outputs/synthetic/evidence/3aea3736-1635-41c7-a528-c5d7609c6c9b_features.json
b3ee7407-68f1-408d-895d-60ff642e1ee4,damage,1.0,damage,ok,,outputs/synthetic/evidence/b3ee7407-68f1-408d-895d-60ff642e1ee4_damage_mask.png,outputs/synthetic/evidence/b3ee7407-68f1-408d-895d-60ff642e1ee4_features.json
8d4a0633-b5de-4411-9387-3cf9a6eb75d2,damage,0.904224537037037,damage,ok,,outputs/synthetic/evidence/8d4a0633-b5de-4411-9387-3cf9a6eb75d2_damage_mask.png,outputs/synthetic/evidence/8d4a0633-b5de-4411-9387-3cf9a6eb75d2_features.json
c8a1a426-b55f-437d-a6b0-c0bb07e4bfe6,uncertain,1.0,"dirt,shadow",ok,,,outputs/synthetic/evidence/c8a1a426-b55f-437d-a6b0-c0bb07e4bfe6_features.json
6b5bdd69-6996-40ac-9732-33632849d919,clean,0.7277199074074074,,ok,,,outputs/synthetic/evidence/6b5bdd69-6996-40ac-9732-33632849d919_features.json
99072468-143d-43da-becf-05eb7777b1d1,clean,0.7573784722222222,,ok,,,outputs/synthetic/evidence/99072468-143d-43da-becf-05eb7777b1d1_features.json
d8297efd-4f66-49a5-86d2-25cb5bc2e2ed,shadow,1.0,shadow,ok,,outputs/synthetic/evidence/d8297efd-4f66-49a5-86d2-25cb5bc2e2ed_shadow_mask.png,outputs/synthetic/evidence/d8297efd-4f66-49a5-86d2-25cb5bc2e2ed_features.json
bab58be8-132f-4a46-9723-125493c047c7,glare,1.0,glare,ok,,outputs/synthetic/evidence/bab58be8-132f-4a46-9723-125493c047c7_glare_mask.png,outputs/synthetic/evidence/bab58be8-132f-4a46-9723-125493c047c7_features.json
10c0d5d9-c8d7-4ef9-9511-aea98957096c,uncertain,1.0,"dirt,shadow",ok,,,outputs/synthetic/evidence/10c0d5d9-c8d7-4ef9-9511-aea98957096c_features.json
fe1c8b63-4a41-4805-a362-2d5e3ebf1bbb,uncertain,,,unusable,blank_or_near_constant,,
e0f45009-35a4-4961-b3da-a34a3961a96e,uncertain,,,unusable,blurry,,outputs/synthetic/evidence/e0f45009-35a4-4961-b3da-a34a3961a96e_features.json
45d4f455-c9d0-4b3d-826e-c1580a1d5584,uncertain,,,image_corrupt,corrupted_unreadable,,
6baf1881-0eed-4602-a73d-8b3035d27401,clean,0.7458043981481481,,ok,,,outputs/synthetic/evidence/6baf1881-0eed-4602-a73d-8b3035d27401_features.json
72b2194f-bb71-4766-9f65-eb700f047211,clean,0.7418981481481481,,ok,,,outputs/synthetic/evidence/72b2194f-bb71-4766-9f65-eb700f047211_features.json
34c01c9e-6e58-4876-b47a-a6a6f9c50cea,clean,0.8178530092592593,,ok,,,outputs/synthetic/evidence/34c01c9e-6e58-4876-b47a-a6a6f9c50cea_features.json
0a078377-9a30-4123-bc74-5d73d038c361,clean,0.7407407407407407,,ok,,,outputs/synthetic/evidence/0a078377-9a30-4123-bc74-5d73d038c361_features.json
d631d8d9-6186-49a2-aceb-b0f53fb26830,clean,0.8155381944444444,,ok,,,outputs/synthetic/evidence/d631d8d9-6186-49a2-aceb-b0f53fb26830_features.json
e9239389-b480-46ac-8067-a66e9ea07fbf,damage,1.0,damage,ok,,outputs/synthetic/evidence/e9239389-b480-46ac-8067-a66e9ea07fbf_damage_mask.png,outputs/synthetic/evidence/e9239389-b480-46ac-8067-a66e9ea07fbf_features.json
1184532c-6ed3-4acc-a9a1-6ec42e9c139b,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/1184532c-6ed3-4acc-a9a1-6ec42e9c139b_dirt_mask.png,outputs/synthetic/evidence/1184532c-6ed3-4acc-a9a1-6ec42e9c139b_features.json
bec7bf60-9f0a-4551-ac5a-817956979a1f,glare,1.0,glare,ok,,outputs/synthetic/evidence/bec7bf60-9f0a-4551-ac5a-817956979a1f_glare_mask.png,outputs/synthetic/evidence/bec7bf60-9f0a-4551-ac5a-817956979a1f_features.json
eab8b341-c924-4686-a0d1-782d106a1968,uncertain,1.0,"dirt,glare",ok,,,outputs/synthetic/evidence/eab8b341-c924-4686-a0d1-782d106a1968_features.json
03ee3631-2ded-4d3a-ad3a-8747bbcb82e7,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/03ee3631-2ded-4d3a-ad3a-8747bbcb82e7_dirt_mask.png,outputs/synthetic/evidence/03ee3631-2ded-4d3a-ad3a-8747bbcb82e7_features.json
65a43f4f-c387-4944-a132-be29a4e9129c,shadow,1.0,shadow,ok,,outputs/synthetic/evidence/65a43f4f-c387-4944-a132-be29a4e9129c_shadow_mask.png,outputs/synthetic/evidence/65a43f4f-c387-4944-a132-be29a4e9129c_features.json
25a3b23b-bff5-4591-b5d1-be100749f233,dirt,0.8961226851851852,dirt,ok,,outputs/synthetic/evidence/25a3b23b-bff5-4591-b5d1-be100749f233_dirt_mask.png,outputs/synthetic/evidence/25a3b23b-bff5-4591-b5d1-be100749f233_features.json
abc2e8c1-00ce-4760-ac6b-8b6c097b6756,dirt,0.9192708333333334,dirt,ok,,outputs/synthetic/evidence/abc2e8c1-00ce-4760-ac6b-8b6c097b6756_dirt_mask.png,outputs/synthetic/evidence/abc2e8c1-00ce-4760-ac6b-8b6c097b6756_features.json
559bffe5-f143-4225-bf86-133f17d572a5,clean,0.8793402777777778,,ok,,,outputs/synthetic/evidence/559bffe5-f143-4225-bf86-133f17d572a5_features.json
25b62800-c5c5-4721-b54d-ddee55b3301b,clean,0.62890625,,ok,,,outputs/synthetic/evidence/25b62800-c5c5-4721-b54d-ddee55b3301b_features.json
3a70818c-11c8-45a0-8b40-ea377294a43a,dirt,1.0,dirt,ok,,outputs/synthetic/evidence/3a70818c-11c8-45a0-8b40-ea377294a43a_dirt_mask.png,outputs/synthetic/evidence/3a70818c-11c8-45a0-8b40-ea377294a43a_features.json
bd9bdac5-e78b-4ec4-9a14-9e6529fe2c0b,glare,1.0,glare,ok,,outputs/synthetic/evidence/bd9bdac5-e78b-4ec4-9a14-9e6529fe2c0b_glare_mask.png,outputs/synthetic/evidence/bd9bdac5-e78b-4ec4-9a14-9e6529fe2c0b_features.json
